Domain Name,Inconsistent IPs,IP Record Type
ns2.dnzdns.com.,"{'3.13.5.56', '18.189.133.24', '3.132.188.189'}",A
ns2.norisp.no.,{'37.139.24.183'},A
secundario.nic.cl.,{'200.1.123.7'},A
ns2.i-mockery.com.,{'207.58.142.235'},A
mwdns10vmoc.mail2world.com.,{'10.1.106.80'},A
ns2.wpeden.com.,{'162.214.201.22'},A
ns3.vncl.com.ar.,{'104.130.28.91'},A
ns1.host-in-europe.com.,{'85.25.172.75'},A
ns3.bigbytes.net.,{'205.251.152.173'},A
ns3.startpunktet.com.,{'217.170.201.210'},A
ns2.tapera.go.id.,{'103.149.209.2'},A
ns1.ngxfence.org.,"{'156.251.1.29', '156.251.1.1', '156.251.1.5', '156.251.1.21'}",A
ns4.pttplc.com.,{'119.46.218.201'},A
ns4-01.azure-dns.info.,{'13.107.160.1'},A
b0.nic.global.,{'65.22.82.1'},A
ns2.dealerspike.com.,{'199.87.230.74'},A
ns1.d-ma.net.,{'62.173.140.168'},A
authns2.dnvr.qwest.net.,{'206.196.128.12'},A
ns1.layerspeed.com.,"{'198.251.81.116', '120.89.92.29'}",A
ns1.fansitehost.com.,{'66.55.82.132'},A
ns1.ip-plus.net.,{'164.128.36.34'},A
ns1.kionetworks.com.,{'200.36.106.17'},A
ns102.digicertdns.com.,{'208.80.126.13'},A
ns1.motor.nri.ac.ir.,{'217.218.59.14'},A
dns.netvision.net.il.,{'194.90.0.1'},A
ns2.sitelutions.com.,{'173.255.194.38'},A
ns4.bb-online.biz.,{'185.206.123.15'},A
bkis145.bkav.com.vn.,{'20.20.20.164'},A
mid113.ns2.sslparking.com.,{'185.53.179.130'},A
ns1.ispvds.com.,{'82.146.43.42'},A
ns2.uniuyo.edu.ng.,{'162.215.219.136'},A
hp-dns2.fc2.com.,{'208.71.107.81'},A
ns3.multihost.ru.,{'188.120.251.104'},A
ns10.localdns.com.,{'45.115.220.166'},A
a2.nic.black.,{'65.22.69.33'},A
ns1.dc.xisp.net.,{'96.255.255.2'},A
ns1.microhost.com.,{'103.209.145.47'},A
ns2.hostsx.cl.,{'162.215.130.82'},A
ns2.luutruso.com.,{'209.141.37.148'},A
ns3.webteamconcept.com.,{'81.196.152.62'},A
ns4-l2.nic.ru.,"{'10.0.0.31', '91.217.20.1'}",A
ns4.gov.mn.,{'116.206.80.58'},A
ns3.mypep.link.,{'54.201.63.99'},A
ns8-l2.nic.ru.,"{'91.217.21.1', '10.0.0.31'}",A
a2.nic.global.,{'65.22.81.1'},A
freebsd1.kekew.info.,{'50.152.203.134'},A
ns2.bb-online.org.,{'185.206.123.20'},A
ns2.ngxfence.org.,"{'156.251.1.40', '156.251.1.55', '156.251.1.60'}",A
ns2.zomro.ru.,{'81.91.178.50'},A
dns2.actiweb.es.,{'185.156.217.203'},A
_dc-ns.15353e099bcd.toshiba-europe.com.,"{'173.245.59.10', '162.159.9.208', '162.159.8.192'}",A
ns2.tdtachristianmatrimony.com.,{'119.18.48.32'},A
ns1.businesspromotioninc.com.,{'69.160.84.219'},A
ns.srv1.gsmk.de.,{'213.73.89.194'},A
ns9.dotinc.net.,{'135.236.235.233'},A
c0.nic.global.,{'65.22.83.1'},A
ns2.afraid.org.,{'69.65.50.192'},A
ns4.psone.ca.,{'107.190.138.74'},A
ns2.mypep.link.,{'54.201.63.99'},A
ns.leica.co.uk.,{'62.254.220.141'},A
ns2.gateland.ru.,{'95.217.229.216'},A
nsb0.schlundtech.de.,"{'83.169.55.10', '217.160.113.50'}",A
a.ns.myregisteredsite.com.,{'162.214.41.19'},A
cns2.idig.net.,{'66.199.174.208'},A
ns2.vencon.ua.,{'51.158.24.199'},A
ns4-04.azure-dns.info.,{'13.107.160.4'},A
ns3.psone.ca.,{'107.190.138.74'},A
ns2.vncl.com.ar.,{'200.123.177.10'},A
ns2.chsli.org.,{'10.254.12.201'},A
ns.peterstar.ru.,{'217.195.65.25'},A
ns2.hosixy.com.,{'23.228.222.50'},A
ns2.runnet.ru.,"{'194.85.32.18', '185.220.193.99'}",A
ns8.hostek.com.,{'198.41.223.18'},A
dnsserver02.h725.net.,{'62.141.58.238'},A
ns1.blockpi.network.,"{'174.138.176.2', '104.218.55.130', '74.50.93.254', '172.93.101.120'}",A
ns.srv2.gsmk.de.,{'82.94.252.120'},A
ns3.disneyinternational.net.,{'108.59.163.144'},A
venus.impsat.com.br.,{'200.196.66.29'},A
ns2.hospedagemsegura.com.br.,{'158.69.115.73'},A
c0.nic.llc.,{'161.232.10.1'},A
ns13.goforhosting.com.,{'111.118.181.207'},A
ns12.istdns.com.,{'89.252.190.90'},A
ns73.webmasters.com.,{'209.216.87.66'},A
ns1.webhostingpad.com.,{'89.116.51.27'},A
ns2.webteamconcept.com.,{'81.196.152.62'},A
ns3-04.azure-dns.org.,{'13.107.24.4'},A
ns3.standart-dns.com.,{'193.0.201.103'},A
dns3.easydns.org.,{'64.68.196.10'},A
ns1.ksyuncdn.com.,"{'120.92.128.236', '120.92.120.21'}",A
abai.university.,"{'88.204.134.106', '192.168.6.11'}",A
nsdc2.kerala.gov.in.,{'119.226.201.100'},A
suspended2.plaindns.net.,{'213.92.11.36'},A
ns1-04.azure-dns.com.,{'40.90.4.4'},A
ns1.efionlineprinting.com.,{'14.140.97.19'},A
ns4.he.net.,{'133.200.173.64'},A
ns3.rumahosting.com.,{'124.195.3.9'},A
dns.uw-mad.wiscnet.net.,{'205.213.108.100'},A
ns4.superdomains.net.au.,{'103.230.159.196'},A
hp-dns1.fc2.com.,{'208.71.107.80'},A
ns4.zol.com.,{'127.0.0.1'},A
dns2.parkpage.foundationapi.com.,{'199.79.61.5'},A
dns42.cloudns.net.,{'185.136.96.200'},A
ns1.mrsprinklerrepair.com.,{'162.215.217.218'},A
ns3-08.azure-dns.org.,{'13.107.24.8'},A
dns1.3dcart.com.,"{'104.19.178.121', '104.19.177.121'}",A
ns1.toptarhely.hu.,{'195.228.155.191'},A
ns1.twisted4life.com.,{'202.157.182.142'},A
c0.nic.black.,{'65.22.71.33'},A
ns3.securityspace.com.,{'64.251.27.100'},A
ns01-server.curinfo.cw.,{'192.168.24.31'},A
dns1.dataforest.net.,{'185.254.97.200'},A
alfa.lucky.net.,{'193.193.193.93'},A
ns1.brandshelter.com.,{'178.33.33.199'},A
ns5.pccc.com.,{'34.203.89.52'},A
ns2.coninfo.net.,{'92.222.38.108'},A
generationxyz.nic.xyz.,{'185.24.64.200'},A
ns2.securehostdns.com.,{'13.248.158.180'},A
dns44.cloudns.net.,{'185.136.96.200'},A
ns2.webserversystems.com.,{'162.214.129.93'},A
ruler.wa-k20.net.,{'68.179.203.118'},A
ns3.ndsplitter.com.,"{'95.216.161.60', '159.69.83.207', '159.69.42.212', '159.69.186.9'}",A
ns3-01.azure-dns.org.,{'13.107.24.1'},A
bkis146.bkav.com.vn.,{'10.2.78.64'},A
ns90.netcy.com.,{'51.254.24.233'},A
ns2.nameservers8.com.,{'179.127.12.205'},A
authns1.mpls.qwest.net.,{'63.231.205.1'},A
authns2.centurylink.net.,{'63.150.72.4'},A
ns1.egegen.com.,{'45.10.148.4'},A
ns1.securityspace.com.,{'67.19.79.219'},A
ns2.gvodns.com.,{'97.79.236.56'},A
ns1.dns-diy.net.,{'63.143.33.122'},A
ns01.dns-dawnfoods.com.,{'63.232.231.65'},A
ns2.gksmdns.com.,{'217.14.25.22'},A
ns2.egegen.com.,{'45.10.148.4'},A
dns1.lacounty.info.,{'198.51.214.7'},A
ns1.webhaus.com.br.,{'148.113.197.51'},A
ns7.pttplc.com.,{'118.175.15.61'},A
hmad.nagaev.biz.,{'10.255.253.2'},A
b0.nic.black.,{'65.22.70.33'},A
ns3.zol.com.,{'127.0.0.1'},A
ns3.gov.mn.,{'103.43.118.68'},A
ns2.cpanel.yu.net.,{'194.247.196.53'},A
ns1.disneyinternational.net.,{'108.59.161.144'},A
mdns2.fc2.com.,{'208.71.107.73'},A
ns2.tucanoweb.com.br.,{'157.90.209.246'},A
kadushi.curinfo.cw.,{'192.168.24.40'},A
ns20.winserver.ne.jp.,{'203.167.40.70'},A
ns2.hyperreal.org.,{'80.244.243.195'},A
owa.1221systems.ru.,{'176.67.241.157'},A
ns1.tdtachristianmatrimony.com.,{'119.18.48.32'},A
ns3.smallservers.pl.,{'80.211.240.204'},A
ns2.dnsunlimited.com.,{'159.65.168.111'},A
ns0.s0t.ru.,"{'217.71.231.4', '188.225.87.215'}",A
ns3.flokinet.net.,{'185.100.84.21'},A
dns1.lacountydns.com.,{'159.83.181.7'},A
ns1.tapera.go.id.,{'103.149.209.1'},A
dns3.easydns.ca.,{'64.68.196.10'},A
dns1.markum.net.,"{'178.210.170.254', '178.210.170.253'}",A
a2.nic.llc.,{'161.232.11.1'},A
mdns3.fc2.com.,{'208.71.107.74'},A
ns1.itergo.net.,"{'10.49.8.137', '10.49.9.137'}",A
ns2.hostmetro.com.,{'192.251.239.135'},A
mwdns12vmoc.m2wprod.com.,{'10.1.106.25'},A
ns2.gulfkids.com.,{'162.240.159.78'},A
dns2.easydns.net.,{'198.41.222.254'},A
ns2.cloudhostdns.net.,{'75.2.118.134'},A
ns5.bng-ns.com.,{'95.211.158.102'},A
ns2.ciamiskab.go.id.,{'157.10.157.253'},A
dnzdns.com.,"{'3.139.183.150', '18.189.133.24', '3.13.5.56', '3.23.227.207', '18.190.44.139', '3.132.188.189'}",A
nsp2.hinet.net.,{'168.95.192.34'},A
ns3.luutruso.com.,{'209.141.37.148'},A
ns1.gingerservers.com.,{'45.56.78.179'},A
dns1.netwave.pl.,{'188.68.225.183'},A
ns4.cix.uk.,{'45.93.112.252'},A
dns1.merit.net.,{'198.108.130.10'},A
dns1.easydns.com.,"{'64.68.192.210', '64.68.192.10'}",A
ns2.nowcom.com.,{'10.94.25.25'},A
ns1.ihscp.com.,{'185.216.114.5'},A
ns2.interdon.org.,"{'212.66.37.52', '193.178.236.131'}",A
host02.novakovic-business-solutions.org.,{'176.9.14.101'},A
ns2-08.azure-dns.net.,{'64.4.48.8'},A
ns4.svaha.com.,{'162.247.79.10'},A
meramec.coreserv.more.net.,{'150.199.8.1'},A
mdns1.fc2.com.,{'208.71.107.72'},A
ns03.fldfs.com.,{'158.229.76.22'},A
ns2-01.azure-dns.net.,{'64.4.48.1'},A
ns11.istdns.com.,{'89.252.190.91'},A
sns0.grnet.gr.,{'83.212.5.18'},A
a0.nic.llc.,{'161.232.8.1'},A
ns1.nameservers1.net.,{'209.11.243.90'},A
ns2.blockpi.network.,"{'174.138.176.2', '104.218.55.130', '74.50.93.254', '172.93.101.120'}",A
ns4-08.azure-dns.info.,{'13.107.160.8'},A
ns1.jiaodong.net.,{'119.180.20.139'},A
ns4-cloud.nic.ru.,"{'194.67.73.79', '185.119.138.10', '195.253.65.2', '10.0.0.31', '194.67.73.81'}",A
ns1.prcinternet.net.,{'23.249.143.8'},A
ns8-cloud.nic.ru.,"{'195.253.64.10', '10.0.0.31', '185.119.136.12', '194.67.73.80', '194.67.73.82'}",A
dns1.host1.no.,{'91.247.228.28'},A
dns2.dnslineagrafica.net.,{'46.224.199.254'},A
ns1.sparktv.net.,{'51.75.74.0'},A
ns2.webhaus.com.br.,{'148.113.197.66'},A
beta.lucky.net.,{'193.193.193.93'},A
dns43.cloudns.net.,{'185.136.96.200'},A
ns1.ahost.uz.,{'37.153.159.14'},A
ns1.bezeqint.net.,{'192.115.106.10'},A
ns3.mfn2.myflorida.com.,{'192.107.158.97'},A
ns5.capnet.state.tx.us.,{'141.198.38.26'},A
usdernt02.leica-microsystems.com.,{'207.242.216.139'},A
ns1.introdns.hu.,{'80.249.169.149'},A
kirazkusu.cc.boun.edu.tr.,{'193.255.30.23'},A
ns102.cloudns.net.,{'108.59.1.30'},A
ns2.layerspeed.com.,"{'107.161.23.63', '120.89.92.111'}",A
ns2.securityspace.com.,{'66.36.230.78'},A
ns1-01.azure-dns.com.,"{'13.107.24.1', '40.90.4.1'}",A
ns1.chsli.org.,{'10.254.12.200'},A
ns02.fldfs.com.,{'10.0.4.137'},A
ns2.time-host.net.,{'95.46.114.4'},A
ns1.iraq-dns.com.,{'185.52.101.10'},A
ns4.bigbytes.net.,{'205.251.152.173'},A
ns1.fozzy.com.,{'172.255.251.84'},A
ns2.gob.cl.,{'163.247.70.25'},A
ns1.dotology.com.,{'104.171.31.4'},A
ns3.newsquest.co.uk.,{'93.174.11.237'},A
ns2.cnas.org.cn.,{'117.128.44.146'},A
ns02.baynet.jp.,{'202.231.212.12'},A
ns2.elevology.com.,{'166.78.145.157'},A
ns2-usa.global.sonera.net.,"{'46.38.190.56', '69.20.9.109'}",A
ns2.shopfa.com.,{'185.129.169.163'},A
ns6.gandi.net.,{'217.70.177.40'},A
ns2.cineplexbd.com.,{'162.214.73.84'},A
dns2.netwave.pl.,{'54.37.133.232'},A
willow.net.uoguelph.ca.,{'131.104.136.36'},A
b0.nic.llc.,{'161.232.9.1'},A
ns1.rdfair.nri.ac.ir.,{'217.218.59.14'},A
ns2.startpunktet.com.,{'217.170.201.210'},A
ns2.www.tie-house.com.,{'69.57.160.89'},A
ns1.ndsplitter.com.,"{'95.216.161.60', '159.69.83.207', '159.69.42.212', '159.69.186.9'}",A
ns1.hostsx.cl.,{'162.215.174.179'},A
authns3.sttl.qwest.net.,{'206.81.192.11'},A
ns2.ahost.uz.,{'37.153.159.12'},A
ns.co.it.pt.,{'193.136.94.14'},A
b.dns.bawaslu.go.id.,{'103.249.227.21'},A
ns1.innsysvoice.com.,{'199.116.216.171'},A
ns2.safeukdns.net.,{'77.92.89.142'},A
ns74.webmasters.com.,{'51.81.90.52'},A
ns3.svaha.com.,{'137.184.193.175'},A
b.nic.kw.,{'168.187.100.84'},A
ns2.servdns.com.,{'192.96.208.165'},A
ns6.equinemediaworld.com.,{'216.245.193.74'},A
chambo.sdnp.org.mw.,{'41.221.99.135'},A
asterix.net.uoguelph.ca.,{'131.104.136.11'},A
ns2.dns-diy.net.,{'103.244.53.205'},A
ns8.pttplc.com.,{'202.44.6.57'},A
ns2.jetorbit.net.,{'45.76.68.102'},A
ns3.mtk.nao.ac.jp.,{'203.178.129.198'},A
ns3.belnet.be.,{'145.0.7.163'},A
ns4.qhoster.net.,{'94.130.73.221'},A
ns1.anthill.net.,{'64.253.120.117'},A
ns2.prcinternet.net.,{'23.249.143.10'},A
ns7.hostek.com.,{'198.41.222.18'},A
ns1.hostarpinet.am.,{'185.57.68.15'},A
ns3.fansitehost.com.,{'66.55.82.132'},A
ns03.dns-dawnfoods.com.,{'192.251.34.249'},A
ns1.safeukdns.net.,{'83.170.127.242'},A
ns2.bnnic.bn.,{'202.160.5.54'},A
ns2.ndsplitter.com.,"{'95.216.161.60', '159.69.83.207', '159.69.42.212', '159.69.186.9'}",A
ns1.cnas.org.cn.,{'124.127.198.146'},A
jefferson.ind.net.,{'162.223.16.224'},A
ns2.serversmarket.gr.,{'157.90.180.225'},A
dns1.tunet.tn.,{'196.203.63.52'},A
auth01.dns.xand.com.,{'216.150.131.196'},A
ns4.newsquest.co.uk.,{'93.174.11.236'},A
ns2.gcloudns.com.,{'185.65.148.19'},A
ns1-swe.global.sonera.se.,{'2001:6e8:400:ffff:1::53'},AAAA
ns2.disneyinternational.net.,{'2600:2000:2220::144'},AAAA
ns2.zonedns.vn.,{'2401:5f80:2001:5::a'},AAAA
authns2.centurylink.net.,{'2001:428::5'},AAAA
ns2.ricta.org.rw.,{'2001:43f8:151:45::186'},AAAA
ns4.disneyinternational.net.,{'2600:2000:2240::144'},AAAA
b0.nic.black.,{'2a01:8840:44::33'},AAAA
ns1.disneyinternational.net.,{'2600:2000:2210::144'},AAAA
ns.us-globaldns.com.,{'2a02:4780:75:1913::1'},AAAA
ns1.inet.vn.,{'2401:5f80:2001:7::4'},AAAA
ns1.dialhost.com.br.,{'2804:b44:a000::f'},AAAA
a2.nic.llc.,{'2a01:8840:fd::1'},AAAA
ns1.cbi.ir.,{'2a04:2680:8000::20'},AAAA
b0.nic.global.,{'2a01:8840:50::1'},AAAA
dns2.easydns.net.,{'2400:cb00:2049:1::c629:defe'},AAAA
dns1.easydns.com.,"{'2400:cb00:2049:1::a29f:1835', '2001:1838:f001::10'}",AAAA
tempo.ns.ptrdns.net.,{'2a0a:8dc0:a03a::53'},AAAA
a2.nic.black.,{'2a01:8840:43::33'},AAAA
a0.nic.llc.,{'2a01:8840:fa::1'},AAAA
a2.nic.global.,{'2a01:8840:4f::1'},AAAA
c0.nic.global.,{'2a01:8840:51::1'},AAAA
ns2.server.fido.net.,{'2a01:2c0:a::2:53'},AAAA
nsb0.schlundtech.de.,"{'2001:8d8:580:401:217:160:113:50', '2a01:488:2000:c02:83:169:55:10'}",AAAA
ns102.cloudns.net.,{'2a06:fb00:1::2:99'},AAAA
ns1.dnsegypt.com.,{'2a01:4f8:231:3e65::1'},AAAA
pch.nic.zm.,{'2001:500:14:6016:ad::1'},AAAA
ns1.ricta.org.rw.,{'2001:43f8:151:45::188'},AAAA
ns3.disneyinternational.net.,{'2600:2000:2230::144'},AAAA
c0.nic.llc.,{'2a01:8840:fc::1'},AAAA
dns3.easydns.org.,{'2620:49:3::10'},AAAA
b0.nic.llc.,{'2a01:8840:fb::1'},AAAA
ns2.kissthenet.net.,{'2a02:610:7501:1000::251'},AAAA
c0.nic.black.,{'2a01:8840:45::33'},AAAA
ns2.simpleupdates.com.,{'2600:1f18:7c43:fd5d:9959:dd9c:4f2:7ff5'},AAAA
dns1.dataforest.net.,{'2a0c:4ac0:1100:a::a'},AAAA
ns2.zserver.eu.,{'2001:41d0:403:4c08::2205'},AAAA
ns3.belnet.be.,{'2001:610:188:441:145:0:7:163'},AAAA
pch.ati.tn.,{'2001:500:14:6004:ad::1'},AAAA
generationxyz.nic.xyz.,{'2a04:2b00:13cc::1:200'},AAAA
dns1.stu.edu.cn.,{'2001:250:3003:20::6'},AAAA
b.nic.gent.,{'a04:2b00:13cc::1:89'},AAAA
